Dirección del hecho,Latitud,Longitud,Fecha del hecho,Dia,Mes,Año,Hora,Rango de Hora,Barrio/Vereda,No. Victimas Fatales,No. Victimas No Fatales,Comuna/Corregimiento,Tipo de via de Hechos,Clase de Accidente,Genero,Edad,Rango edad,Medida de Edad,Ocupación,Municipio de Residencia,Características de la victima,Medidas de Protección,Vehiculo de la Victima,Vehiculo 2 de la contraparte,Vehiculo 3 de la contraparte,Vehiculo 4 de la contraparte,Tipo Vehiculo de la victima,Tipo Vehiculo 2 de la contraparte,Tipo Vehiculo 3 de la contraparte,Tipo Vehiculo 4 de la contraparte,Alcohol en el hecho,SPA en el hecho
"Av circunvalar calle 5 y 6, Neiva, Huila, Colombia,""29,232,414"",""-7,529,248,489,999,990"",""05-01-2018"",""2,018"",enero,""2,018"",13:08:00,12:00- 17:59,EL CENTRO,1,0,4,Municipal,Peatón Atropellado,Masculino,94,>61,Años,SIN DATO,NEIVA,Peatón,No Aplica,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Carrera 12 con calle 10, Neiva, Huila, Colombia,""29,308,901"",""-752,831,119"",06/01/2018,""2,018"",enero,""2,018"",17:35:00,12:00- 17:59,LA TOMA,1,0,3,Municipal,Colisión con Objeto Móvil,Masculino,25,25-30,Años,OBRERO CONSTRUCCIÓN,NEIVA,Conductor Moto,Sin Dato,Motocicleta,Vehiculo particular,No aplica,No aplica,Particular,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Carrera 51D con calle 25A, Neiva, Huila, Colombia,""29,474,638"",""-7,525,034,319,999,990"",31/01/2018,""2,018"",enero,""2,018"",11:59:00,6:00 - 11:59,ENRIQUE OLAYA HERRERA,1,0,10,Municipal,Colisión con Objeto Móvil,Masculino,23,20-24,Años,INDEPENDIENTE,NEIVA,Sin Dato,Sin Dato,Motocicleta,Vehiculo particular,No aplica,No aplica,Particular,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Cra 2 con Av circunvalar, Neiva, Huila, Colombia,""29,201,711,286,587,400"",""-752,892,596,374,345"",07/02/2018,""2,018"",febrero,""2,018"",17:12:00,12:00- 17:59,SAN PEDRO,1,0,4,Municipal,Peatón Atropellado,Masculino,60,56-60,Años,HABITANTE DE CALLE,NEIVA,Peatón,No Aplica,Autónomo (Peatón),Motocicleta,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Puente Santader, Neiva, Huila, Colombia,""2,947,826,263,795,990"",""-7,530,815,560,482,100"",18/02/2018,""2,018"",febrero,""2,018"",2:15:00,00:00- 5:59,TRIANGULO,1,0,1,Municipal,Colisión con Objeto Móvil,Femenino,20,20-24,Años,DESEMPLEADO,SIN DATO,Conductor Moto,Sin Dato,Motocicleta,Vehiculo particular,No aplica,No aplica,Particular,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Carrera 1f #12-18, Neiva, Huila, Colombia,""29,289,304"",""-7,529,553,809,999,990"",19/02/2018,""2,018"",febrero,""2,018"",15:59:00,12:00- 17:59,LOS MARTIRES,1,0,4,Municipal,Colisión con Objeto Móvil,Masculino,61,>61,Años,EMPLEADO PARTICULAR,NEIVA,Conductor Moto,Sin Dato,Motocicleta,Taxi,No aplica,No aplica,Particular,Público,No aplica,No aplica,Sin Dato,Sin Dato"
"Av Max Duque calle 26sur, Neiva, Huila, Colombia,""29,081,378,260,591,600"",""-7,527,222,035,969,190"",26/02/2018,""2,018"",febrero,""2,018"",7:22:00,6:00 - 11:59,CANAIMA,1,0,6,Municipal,Caída de Ocupante,Femenino,62,>61,Años,AMA DE CASA,NEIVA,Pasajero Moto,Ninguna,Motocicleta,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,No aplica,Sin Dato,Sin Dato"
"Calle 6 carrera 6, Neiva, Huila, Colombia,""292,577,367,242,413"",""-7,528,677,933,729,550"",14/03/2018,""2,018"",marzo,""2,018"",15:51:00,12:00- 17:59,EL CENTRO,1,0,4,Municipal,Peatón Atropellado,Femenino,55,51-55,Años,AMA DE CASA,NEIVA,Peatón,No Aplica,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica,No aplica,Público,No aplica,No aplica,No,No"
"Carrera 12 #18A-83, Neiva, Huila, Colombia,""29,371,504"",""-7,528,454,469,999,990"",05/04/2018,""2,018"",abril,""2,018"",4:50:00,00:00- 5:59,SANTA LIBRADA,1,0,3,Municipal,Colisión con Objeto Fijo,Masculino,38,36-40,Años,DESEMPLEADO,NEIVA,Conductor Moto,Ninguna,Motocicleta,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,No aplica,Si,Sin Dato"
"Calle 26 #51A-16, Neiva, Huila, Colombia,""29,475,695"",""-7,525,235,179,999,990"",11/04/2018,""2,018"",abril,""2,018"",19:05:00,18:00- 23:59,PORTALES DE YALCONIA,1,0,2,Municipal,Peatón Atropellado,Femenino,3,00-04,Años,NO APLICA,NEIVA,Peatón,No Aplica,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,No,No"
"Carrera 7 #11-48, Neiva, Huila, Colombia,""2,930,665,379,719,340"",""-7,528,782,606,124,870"",12/04/2018,""2,018"",abril,""2,018"",17:46:00,12:00- 17:59,EL CENTRO,1,0,4,Municipal,Peatón Atropellado,Masculino,64,>61,Años,HABITANTE DE LA CALLLE,NEIVA,Peatón,No Aplica,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica,No aplica,Público,No aplica,No aplica,No,No"
"Vereda Busiraco, Guacirco, Neiva Huila, Colombia,""30,501,493,541,791,600"",""-7,530,680,668,804,900"",15/04/2018,""2,018"",abril,""2,018"",19:30:00,18:00- 23:59,VEREDA SAN ANDRES DE BUSIRACO,1,2,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,38,36-40,Años,SOLDADO DEL EJERCITO,NEIVA,Conductor Moto,Sin Dato,Motocicleta,Camión/Camioneta,No aplica,No aplica,Particular,Particular,No aplica,No aplica,Sin Dato,Sin Dato"
"Carrera 7W con calle 23, Neiva, Huila, Colombia,""29,396,646,489,055,500"",""-7,530,189,420,507,480"",28/04/2018,""2,018"",abril,""2,018"",4:23:00,00:00- 5:59,RODRIGO LARA BONILLA,1,0,1,Municipal,Volcamiento,Masculino,21,20-24,Años,ESTUDIANTE,NEIVA,Conductor Moto,Ninguna,Motocicleta,No aplica,No aplica,No aplica,Particular,No aplica,No aplica,No aplica,Sin Dato,Sin Dato"
